module,global_tick,local_tick,seconds,bar,beat,chord_voice,original_note,played_note,transposed,instrument,support_block,right_clicks,velocity,source_tick,track,channel
1,29,29,2.861,2,2.8,1,D4,D4,no,Harp/Piano,泥土,8,57,2197,1,1
1,31,31,3.095,2,3.2,1,D3,D3,no,Double Bass,橡木木板,20,43,2377,1,1
1,31,31,3.103,2,3.2,2,F#3,F#3,no,Harp/Piano,泥土,0,46,2383,1,1
1,31,31,3.095,2,3.2,3,A3,A3,no,Harp/Piano,泥土,3,52,2377,1,1
1,31,31,3.096,2,3.2,4,E4,E4,no,Harp/Piano,泥土,10,63,2378,1,1
1,35,35,3.503,2,4.0,1,D4,D4,no,Harp/Piano,泥土,8,54,2690,1,1
1,37,37,3.706,2,4.4,1,E4,E4,no,Harp/Piano,泥土,10,66,2846,1,1
1,39,39,3.906,2,4.8,1,F#3,F#3,no,Harp/Piano,泥土,0,47,3000,1,1
1,39,39,3.911,2,4.8,2,A3,A3,no,Harp/Piano,泥土,3,45,3004,1,1
1,41,41,4.113,3,1.2,1,D4,D4,no,Harp/Piano,泥土,8,59,3159,1,1
1,45,45,4.522,3,2.0,1,E4,E4,no,Harp/Piano,泥土,10,67,3473,1,1
1,47,47,4.729,3,2.4,1,F#3,F#3,no,Harp/Piano,泥土,0,51,3632,1,1
1,47,47,4.734,3,2.4,2,A3,A3,no,Harp/Piano,泥土,3,45,3636,1,1
1,49,49,4.943,3,2.8,1,D4,D4,no,Harp/Piano,泥土,8,58,3796,1,1
1,53,53,5.345,3,3.6,1,E4,E4,no,Harp/Piano,泥土,10,60,4105,1,1
1,56,56,5.556,3,4.2,1,F#3,F#3,no,Harp/Piano,泥土,0,49,4267,1,1
1,56,56,5.555,3,4.2,2,A3,A3,no,Harp/Piano,泥土,3,51,4266,1,1
1,58,58,5.768,3,4.6,1,D4,D4,no,Harp/Piano,泥土,8,66,4430,1,1
1,62,62,6.161,4,1.4,1,D4,D4,no,Harp/Piano,泥土,8,66,4732,1,1
1,64,64,6.376,4,1.8,1,D3,D3,no,Double Bass,橡木木板,20,49,4897,1,1
1,64,64,6.387,4,1.8,2,A3,A3,no,Harp/Piano,泥土,3,45,4905,1,1
1,64,64,6.396,4,1.8,3,C#4,C#4,no,Harp/Piano,泥土,7,49,4912,1,1
1,64,64,6.383,4,1.8,4,E4,E4,no,Harp/Piano,泥土,10,72,4902,1,1
1,72,72,7.217,4,3.4,1,A3,A3,no,Harp/Piano,泥土,3,51,5543,1,1
1,72,72,7.216,4,3.4,2,C#4,C#4,no,Harp/Piano,泥土,7,53,5542,1,1
1,74,74,7.424,4,3.8,1,D4,D4,no,Harp/Piano,泥土,8,57,5702,1,1
1,76,76,7.622,4,4.2,1,C#4,C#4,no,Harp/Piano,泥土,7,67,5854,1,1
1,78,78,7.840,4,4.6,1,A3,A3,no,Harp/Piano,泥土,3,65,6021,1,1
1,85,85,8.484,5,2.0,1,D3,D3,no,Double Bass,橡木木板,20,51,6516,1,1
1,89,89,8.909,5,2.8,1,A3,A3,no,Harp/Piano,泥土,3,50,6842,1,1
1,89,89,8.904,5,2.8,2,C#4,C#4,no,Harp/Piano,泥土,7,59,6838,1,1
1,95,95,9.533,5,4.0,1,A3,A3,no,Harp/Piano,泥土,3,72,7321,1,1
1,96,96,9.574,5,4.2,1,D3,D3,no,Double Bass,橡木木板,20,31,7353,1,1
1,97,97,9.745,5,4.4,1,F#4,F#4,no,Harp/Piano,泥土,12,74,7484,1,1
1,98,98,9.784,5,4.6,1,D3,D3,no,Double Bass,橡木木板,20,47,7514,1,1
1,98,98,9.775,5,4.6,2,A3,A3,no,Harp/Piano,泥土,3,49,7507,1,1
1,98,98,9.775,5,4.6,3,C4,C4,no,Harp/Piano,泥土,6,57,7507,1,1
1,102,102,10.160,6,1.4,1,E4,E4,no,Harp/Piano,泥土,10,72,7803,1,1
1,103,103,10.341,6,1.6,1,F#4,F#4,no,Harp/Piano,泥土,12,69,7942,1,1
1,105,105,10.544,6,2.0,1,A3,A3,no,Harp/Piano,泥土,3,61,8098,1,1
1,106,106,10.565,6,2.2,1,C4,C4,no,Harp/Piano,泥土,6,57,8114,1,1
1,108,108,10.767,6,2.6,1,E4,E4,no,Harp/Piano,泥土,10,78,8269,1,1
1,112,112,11.167,6,3.4,1,F#4,F#4,no,Harp/Piano,泥土,12,79,8576,1,1
1,114,114,11.350,6,3.8,1,D#3,D#3,no,Double Bass,橡木木板,21,57,8717,1,1
1,114,114,11.367,6,3.8,2,A3,A3,no,Harp/Piano,泥土,3,55,8730,1,1
1,114,114,11.353,6,3.8,3,B3,B3,no,Harp/Piano,泥土,5,63,8719,1,1
1,116,116,11.576,6,4.2,1,G4,G4,no,Harp/Piano,泥土,13,76,8890,1,1
1,120,120,11.984,7,1.0,1,F#4,F#4,no,Harp/Piano,泥土,12,74,9204,1,1
1,122,122,12.176,7,1.4,1,A3,A3,no,Harp/Piano,泥土,3,57,9351,1,1
1,122,122,12.174,7,1.4,2,B3,B3,no,Harp/Piano,泥土,5,60,9350,1,1
1,124,124,12.405,7,1.8,1,F#4,F#4,no,Harp/Piano,泥土,12,66,9527,1,1
1,128,128,12.786,7,2.6,1,A4,A4,no,Harp/Piano,泥土,15,75,9820,1,1
1,130,130,13.014,7,3.0,1,E3,E3,no,Double Bass,橡木木板,22,51,9995,1,1
1,130,130,13.007,7,3.0,2,B3,B3,no,Harp/Piano,泥土,5,51,9989,1,1
1,130,130,13.014,7,3.0,3,D4,D4,no,Harp/Piano,泥土,8,53,9995,1,1
1,130,130,13.004,7,3.0,4,F#4,F#4,no,Harp/Piano,泥土,12,76,9987,1,1
1,138,138,13.833,7,4.6,1,B3,B3,no,Harp/Piano,泥土,5,45,10624,1,1
1,139,139,13.855,7,4.8,1,D4,D4,no,Harp/Piano,泥土,8,46,10641,1,1
1,141,141,14.053,8,1.2,1,E4,E4,no,Harp/Piano,泥土,10,62,10793,1,1
1,142,142,14.250,8,1.4,1,E4,E4,no,Harp/Piano,泥土,10,69,10944,1,1
1,145,145,14.469,8,2.0,1,D4,D4,no,Harp/Piano,泥土,8,61,11112,1,1
1,151,151,15.116,8,3.2,1,E3,E3,no,Double Bass,橡木木板,22,50,11609,1,1
1,155,155,15.536,8,4.0,1,B3,B3,no,Harp/Piano,泥土,5,43,11932,1,1
1,155,155,15.531,8,4.0,2,D4,D4,no,Harp/Piano,泥土,8,40,11928,1,1
1,159,159,15.945,8,4.8,1,F#4,F#4,no,Harp/Piano,泥土,12,68,12246,1,1
1,161,161,16.134,9,1.2,1,G4,G4,no,Harp/Piano,泥土,13,75,12391,1,1
1,164,164,16.362,9,1.8,1,G3,G3,no,Harp/Piano,泥土,1,46,12566,1,1
1,164,164,16.363,9,1.8,2,A#3,A#3,no,Harp/Piano,泥土,4,51,12567,1,1
1,164,164,16.375,9,1.8,3,D4,D4,no,Harp/Piano,泥土,8,36,12576,1,1
1,164,164,16.365,9,1.8,4,E4,E4,no,Harp/Piano,泥土,10,51,12568,1,1
1,164,164,16.355,9,1.8,5,A4,A4,no,Harp/Piano,泥土,15,75,12561,1,1
1,167,167,16.736,9,2.4,1,A4,A4,no,Harp/Piano,泥土,15,70,12853,1,1
1,170,170,16.953,9,3.0,1,A4,A4,no,Harp/Piano,泥土,15,60,13020,1,1
1,172,172,17.163,9,3.4,1,A#3,A#3,no,Harp/Piano,泥土,4,51,13181,1,1
1,172,172,17.163,9,3.4,2,D4,D4,no,Harp/Piano,泥土,8,41,13181,1,1
1,174,174,17.355,9,3.8,1,A4,A4,no,Harp/Piano,泥土,15,69,13329,1,1
1,178,178,17.779,9,4.6,1,A4,A4,no,Harp/Piano,泥土,15,63,13654,1,1
1,180,180,17.969,10,1.0,1,A#3,A#3,no,Harp/Piano,泥土,4,40,13800,1,1
1,180,180,17.974,10,1.0,2,D4,D4,no,Harp/Piano,泥土,8,36,13804,1,1
1,188,188,18.835,10,2.6,1,A#3,A#3,no,Harp/Piano,泥土,4,39,14465,1,1
1,188,188,18.831,10,2.6,2,D4,D4,no,Harp/Piano,泥土,8,41,14462,1,1
1,193,193,19.263,10,3.6,1,A4,A4,no,Harp/Piano,泥土,15,76,14794,1,1
1,197,197,19.690,10,4.4,1,F#3,F#3,no,Harp/Piano,泥土,0,50,15122,1,1
1,197,197,19.686,10,4.4,2,A3,A3,no,Harp/Piano,泥土,3,50,15119,1,1
1,197,197,19.684,10,4.4,3,D4,D4,no,Harp/Piano,泥土,8,46,15117,1,1
1,197,197,19.660,10,4.4,4,A4,A4,no,Harp/Piano,泥土,15,74,15099,1,1
1,201,201,20.068,11,1.2,1,B4,B4,no,Harp/Piano,泥土,17,65,15412,1,1
1,203,203,20.276,11,1.6,1,G4,G4,no,Harp/Piano,泥土,13,74,15572,1,1
1,205,205,20.461,11,2.0,1,A3,A3,no,Harp/Piano,泥土,3,48,15714,1,1
1,205,205,20.464,11,2.0,2,D4,D4,no,Harp/Piano,泥土,8,50,15716,1,1
1,207,207,20.671,11,2.4,1,F#4,F#4,no,Harp/Piano,泥土,12,68,15875,1,1
1,211,211,21.082,11,3.2,1,F#4,F#4,no,Harp/Piano,泥土,12,65,16191,1,1
1,213,213,21.293,11,3.6,1,B1,B1,no,Double Bass,橡木木板,5,40,16353,1,1
1,213,213,21.294,11,3.6,2,B2,B2,no,Double Bass,橡木木板,17,41,16354,1,1
1,213,213,21.299,11,3.6,3,F#3,F#3,no,Harp/Piano,泥土,0,41,16358,1,1
1,213,213,21.292,11,3.6,4,A3,A3,no,Harp/Piano,泥土,3,48,16352,1,1
1,213,213,21.290,11,3.6,5,D4,D4,no,Harp/Piano,泥土,8,54,16351,1,1
1,221,221,22.141,12,1.2,1,A3,A3,no,Harp/Piano,泥土,3,45,17004,1,1
1,222,222,22.155,12,1.4,1,F#3,F#3,no,Harp/Piano,泥土,0,39,17015,1,1
1,228,228,22.767,12,2.6,1,F#4,F#4,no,Harp/Piano,泥土,12,60,17485,1,1
1,229,229,22.852,12,2.8,1,G4,G4,no,Harp/Piano,泥土,13,72,17550,1,1
1,230,230,22.995,12,3.0,1,E3,E3,no,Double Bass,橡木木板,22,56,17660,1,1
1,230,230,22.999,12,3.0,2,G3,G3,no,Harp/Piano,泥土,1,50,17663,1,1
1,230,230,22.996,12,3.0,3,B3,B3,no,Harp/Piano,泥土,5,55,17661,1,1
1,230,230,22.987,12,3.0,4,F#4,F#4,no,Harp/Piano,泥土,12,71,17654,1,1
1,232,232,23.190,12,3.4,1,D4,D4,no,Harp/Piano,泥土,8,60,17810,1,1
1,234,234,23.401,12,3.8,1,D4,D4,no,Harp/Piano,泥土,8,58,17972,1,1
1,241,241,24.052,13,1.2,1,E3,E3,no,Double Bass,橡木木板,22,57,18472,1,1
1,243,243,24.255,13,1.6,1,G3,G3,no,Harp/Piano,泥土,1,56,18628,1,1
1,245,245,24.456,13,2.0,1,B3,B3,no,Harp/Piano,泥土,5,65,18782,1,1
1,246,246,24.625,13,2.2,1,D4,D4,no,Harp/Piano,泥土,8,48,18912,1,1
1,247,247,24.706,13,2.4,1,A2,A2,no,Double Bass,橡木木板,15,54,18974,1,1
1,247,247,24.664,13,2.4,2,E3,E3,no,Double Bass,橡木木板,22,42,18942,1,1
1,247,247,24.680,13,2.4,3,E4,E4,no,Harp/Piano,泥土,10,65,18954,1,1
1,253,253,25.329,13,3.6,1,A4,A4,no,Harp/Piano,泥土,15,54,19453,1,1
1,255,255,25.523,13,4.0,1,A6,A6,no,Chime,浮冰,15,73,19602,1,1
1,256,256,25.552,13,4.2,1,A5,A5,no,Chime,浮冰,3,58,19624,1,1
1,262,262,26.174,14,1.4,1,D5,D5,no,Harp/Piano,泥土,20,82,20102,1,1
1,264,264,26.406,14,1.8,1,D2,D2,no,Double Bass,橡木木板,8,60,20280,1,1
1,264,264,26.409,14,1.8,2,D3,D3,no,Double Bass,橡木木板,20,66,20282,1,1
1,264,264,26.415,14,1.8,3,A4,A4,no,Harp/Piano,泥土,15,67,20287,1,1
1,264,264,26.404,14,1.8,4,E5,E5,no,Harp/Piano,泥土,22,85,20278,1,1
1,268,268,26.805,14,2.6,1,D5,D5,no,Harp/Piano,泥土,20,73,20586,1,1
1,270,270,27.016,14,3.0,1,E5,E5,no,Harp/Piano,泥土,22,79,20748,1,1
1,272,272,27.236,14,3.4,1,F#3,F#3,no,Harp/Piano,泥土,0,54,20917,1,1
1,272,272,27.234,14,3.4,2,A3,A3,no,Harp/Piano,泥土,3,50,20916,1,1
1,272,272,27.224,14,3.4,3,E4,E4,no,Harp/Piano,泥土,10,65,20908,1,1
1,274,274,27.427,14,3.8,1,D5,D5,no,Harp/Piano,泥土,20,76,21064,1,1
1,278,278,27.831,14,4.6,1,E5,E5,no,Harp/Piano,泥土,22,79,21374,1,1
1,280,280,28.040,15,1.0,1,F#3,F#3,no,Harp/Piano,泥土,0,51,21535,1,1
1,280,280,28.035,15,1.0,2,A3,A3,no,Harp/Piano,泥土,3,54,21531,1,1
1,280,280,28.035,15,1.0,3,E4,E4,no,Harp/Piano,泥土,10,62,21531,1,1
1,282,282,28.236,15,1.4,1,D5,D5,no,Harp/Piano,泥土,20,78,21685,1,1
1,286,286,28.630,15,2.2,1,E5,E5,no,Harp/Piano,泥土,22,83,21988,1,1
1,288,288,28.835,15,2.6,1,F#3,F#3,no,Harp/Piano,泥土,0,59,22145,1,1
1,288,288,28.833,15,2.6,2,A3,A3,no,Harp/Piano,泥土,3,63,22144,1,1
1,288,288,28.836,15,2.6,3,E4,E4,no,Harp/Piano,泥土,10,67,22146,1,1
1,290,290,29.030,15,3.0,1,D5,D5,no,Harp/Piano,泥土,20,83,22295,1,1
1,294,294,29.440,15,3.8,1,A2,A2,no,Double Bass,橡木木板,15,61,22610,1,1
1,294,294,29.423,15,3.8,2,D5,D5,no,Harp/Piano,泥土,20,76,22597,1,1
1,296,296,29.648,15,4.2,1,D2,D2,no,Double Bass,橡木木板,8,63,22770,1,1
1,296,296,29.634,15,4.2,2,E5,E5,no,Harp/Piano,泥土,22,83,22759,1,1
1,297,297,29.665,15,4.4,1,C#5,C#5,no,Harp/Piano,泥土,19,63,22783,1,1
1,305,305,30.488,16,2.0,1,A3,A3,no,Harp/Piano,泥土,3,51,23415,1,1
1,305,305,30.488,16,2.0,2,C#4,C#4,no,Harp/Piano,泥土,7,57,23415,1,1
1,305,305,30.486,16,2.0,3,E4,E4,no,Harp/Piano,泥土,10,51,23413,1,1
1,307,307,30.678,16,2.4,1,D5,D5,no,Harp/Piano,泥土,20,71,23561,1,1
1,309,309,30.879,16,2.8,1,C#5,C#5,no,Harp/Piano,泥土,19,74,23715,1,1
1,311,311,31.103,16,3.2,1,C#4,C#4,no,Harp/Piano,泥土,7,59,23887,1,1
1,311,311,31.096,16,3.2,2,E4,E4,no,Harp/Piano,泥土,10,52,23882,1,1
1,311,311,31.086,16,3.2,3,A4,A4,no,Harp/Piano,泥土,15,66,23874,1,1
1,315,315,31.492,16,4.0,1,D4,D4,no,Harp/Piano,泥土,8,58,24186,1,1
1,317,317,31.693,16,4.4,1,C#4,C#4,no,Harp/Piano,泥土,7,66,24340,1,1
1,319,319,31.904,16,4.8,1,A3,A3,no,Harp/Piano,泥土,3,67,24502,1,1
2,323,3,32.328,17,1.6,1,E3,E3,no,Double Bass,橡木木板,22,62,24828,1,1
2,325,5,32.527,17,2.0,1,A2,A2,no,Double Bass,橡木木板,15,70,24981,1,1
2,327,7,32.733,17,2.4,1,A4,A4,no,Harp/Piano,泥土,15,73,25139,1,1
2,329,9,32.943,17,2.8,1,F#5,F#5,no,Harp/Piano,泥土,24,93,25300,1,1
2,330,10,32.961,17,3.0,1,C2,C2,no,Double Bass,橡木木板,6,70,25314,1,1
2,330,10,32.967,17,3.0,2,C3,C3,no,Double Bass,橡木木板,18,64,25319,1,1
2,330,10,32.974,17,3.0,3,A4,A4,no,Harp/Piano,泥土,15,71,25324,1,1
2,333,13,33.341,17,3.6,1,E5,E5,no,Harp/Piano,泥土,22,82,25606,1,1
2,336,16,33.555,17,4.2,1,F#5,F#5,no,Harp/Piano,泥土,24,91,25770,1,1
2,338,18,33.764,17,4.6,1,A3,A3,no,Harp/Piano,泥土,3,61,25931,1,1
2,338,18,33.763,17,4.6,2,C4,C4,no,Harp/Piano,泥土,6,63,25930,1,1
2,338,18,33.755,17,4.6,3,F#4,F#4,no,Harp/Piano,泥土,12,59,25924,1,1
2,342,22,34.168,18,1.4,1,E5,E5,no,Harp/Piano,泥土,22,84,26241,1,1
2,344,24,34.374,18,1.8,1,A4,A4,no,Harp/Piano,泥土,15,72,26399,1,1
2,344,24,34.376,18,1.8,2,B4,B4,no,Harp/Piano,泥土,17,71,26401,1,1
2,344,24,34.355,18,1.8,3,F#5,F#5,no,Harp/Piano,泥土,24,92,26385,1,1
2,345,25,34.549,18,2.0,1,B2,B2,no,Double Bass,橡木木板,17,76,26534,1,1
2,346,26,34.552,18,2.2,1,B1,B1,no,Double Bass,橡木木板,5,74,26536,1,1
2,348,28,34.777,18,2.6,1,G5,G5,no,Chime,浮冰,1,87,26709,1,1
2,352,32,35.164,18,3.4,1,F#5,F#5,no,Harp/Piano,泥土,24,92,27006,1,1
2,354,34,35.375,18,3.8,1,A3,A3,no,Harp/Piano,泥土,3,66,27168,1,1
2,354,34,35.368,18,3.8,2,B3,B3,no,Harp/Piano,泥土,5,64,27163,1,1
2,354,34,35.354,18,3.8,3,F#4,F#4,no,Harp/Piano,泥土,12,76,27152,1,1
2,356,36,35.562,18,4.2,1,F#5,F#5,no,Harp/Piano,泥土,24,88,27312,1,1
2,360,40,35.964,19,1.0,1,B2,B2,no,Double Bass,橡木木板,17,66,27620,1,1
2,360,40,35.956,19,1.0,2,A5,A5,no,Chime,浮冰,3,90,27614,1,1
2,362,42,36.186,19,1.4,1,E2,E2,no,Double Bass,橡木木板,10,64,27791,1,1
2,362,42,36.193,19,1.4,2,E3,E3,no,Double Bass,橡木木板,22,64,27796,1,1
2,362,42,36.189,19,1.4,3,A4,A4,no,Harp/Piano,泥土,15,63,27793,1,1
2,362,42,36.188,19,1.4,4,D5,D5,no,Harp/Piano,泥土,20,69,27792,1,1
2,362,42,36.174,19,1.4,5,F#5,F#5,no,Harp/Piano,泥土,24,87,27782,1,1
2,370,50,37.018,19,3.0,1,B3,B3,no,Harp/Piano,泥土,5,50,28430,1,1
2,370,50,37.014,19,3.0,2,D4,D4,no,Harp/Piano,泥土,8,46,28427,1,1
2,370,50,37.007,19,3.0,3,G4,G4,no,Harp/Piano,泥土,13,59,28421,1,1
2,372,52,37.185,19,3.4,1,E5,E5,no,Harp/Piano,泥土,22,67,28558,1,1
2,374,54,37.385,19,3.8,1,E5,E5,no,Harp/Piano,泥土,22,68,28712,1,1
2,376,56,37.613,19,4.2,1,D4,D4,no,Harp/Piano,泥土,8,57,28887,1,1
2,376,56,37.604,19,4.2,2,G4,G4,no,Harp/Piano,泥土,13,60,28880,1,1
2,376,56,37.600,19,4.2,3,D5,D5,no,Harp/Piano,泥土,20,71,28877,1,1
2,380,60,37.999,20,1.0,1,B3,B3,no,Harp/Piano,泥土,5,50,29183,1,1
2,382,62,38.217,20,1.4,1,D4,D4,no,Harp/Piano,泥土,8,44,29351,1,1
2,384,64,38.410,20,1.8,1,G4,G4,no,Harp/Piano,泥土,13,54,29499,1,1
2,386,66,38.612,20,2.2,1,A4,A4,no,Harp/Piano,泥土,15,62,29654,1,1
2,388,68,38.811,20,2.6,1,G4,G4,no,Harp/Piano,泥土,13,63,29807,1,1
2,390,70,38.996,20,3.0,1,D4,D4,no,Harp/Piano,泥土,8,63,29949,1,1
2,390,70,38.996,20,3.0,2,F#5,F#5,no,Harp/Piano,泥土,24,85,29949,1,1
2,392,72,39.182,20,3.4,1,B3,B3,no,Harp/Piano,泥土,5,69,30092,1,1
2,392,72,39.193,20,3.4,2,G5,G5,no,Chime,浮冰,1,88,30100,1,1
2,394,74,39.436,20,3.8,1,G2,G2,no,Double Bass,橡木木板,13,55,30287,1,1
2,394,74,39.443,20,3.8,2,A#4,A#4,no,Harp/Piano,泥土,16,67,30292,1,1
2,394,74,39.441,20,3.8,3,D5,D5,no,Harp/Piano,泥土,20,62,30291,1,1
2,394,74,39.430,20,3.8,4,A5,A5,no,Chime,浮冰,3,87,30282,1,1
2,398,78,39.819,20,4.6,1,A5,A5,no,Chime,浮冰,3,86,30581,1,1
2,400,80,40.033,21,1.0,1,A5,A5,no,Chime,浮冰,3,85,30745,1,1
2,402,82,40.236,21,1.4,1,A#3,A#3,no,Harp/Piano,泥土,4,51,30901,1,1
2,402,82,40.238,21,1.4,2,D4,D4,no,Harp/Piano,泥土,8,52,30903,1,1
2,402,82,40.224,21,1.4,3,A4,A4,no,Harp/Piano,泥土,15,58,30892,1,1
2,404,84,40.431,21,1.8,1,A5,A5,no,Chime,浮冰,3,79,31051,1,1
2,408,88,40.845,21,2.6,1,A5,A5,no,Chime,浮冰,3,80,31369,1,1
2,410,90,41.047,21,3.0,1,A#3,A#3,no,Harp/Piano,泥土,4,41,31524,1,1
2,410,90,41.043,21,3.0,2,D4,D4,no,Harp/Piano,泥土,8,39,31521,1,1
2,410,90,41.036,21,3.0,3,A4,A4,no,Harp/Piano,泥土,15,41,31516,1,1
2,412,92,41.242,21,3.4,1,E6,E6,no,Chime,浮冰,10,60,31674,1,1
2,414,94,41.439,21,3.8,1,D6,D6,no,Chime,浮冰,8,61,31825,1,1
2,416,96,41.624,21,4.2,1,A5,A5,no,Chime,浮冰,3,56,31967,1,1
2,418,98,41.835,21,4.6,1,A#3,A#3,no,Harp/Piano,泥土,4,41,32129,1,1
2,418,98,41.836,21,4.6,2,D4,D4,no,Harp/Piano,泥土,8,30,32130,1,1
2,418,98,41.826,21,4.6,3,A4,A4,no,Harp/Piano,泥土,15,49,32122,1,1
2,418,98,41.835,21,4.6,4,A6,A6,no,Chime,浮冰,15,52,32129,1,1
2,422,102,42.232,22,1.4,1,A5,A5,no,Chime,浮冰,3,90,32434,1,1
2,426,106,42.643,22,2.2,1,A5,A5,no,Chime,浮冰,3,85,32750,1,1
2,427,107,42.673,22,2.4,1,A2,A2,no,Double Bass,橡木木板,15,60,32773,1,1
2,427,107,42.671,22,2.4,2,A3,A3,no,Harp/Piano,泥土,3,60,32771,1,1
2,427,107,42.674,22,2.4,3,A4,A4,no,Harp/Piano,泥土,15,60,32774,1,1
2,427,107,42.677,22,2.4,4,D5,D5,no,Harp/Piano,泥土,20,59,32776,1,1
2,427,107,42.678,22,2.4,5,F#5,F#5,no,Harp/Piano,泥土,24,71,32777,1,1
2,431,111,43.066,22,3.2,1,B5,B5,no,Chime,浮冰,5,82,33075,1,1
2,433,113,43.266,22,3.6,1,G5,G5,no,Chime,浮冰,1,88,33228,1,1
2,435,115,43.486,22,4.0,1,A3,A3,no,Harp/Piano,泥土,3,39,33397,1,1
2,435,115,43.487,22,4.0,2,D4,D4,no,Harp/Piano,泥土,8,53,33398,1,1
2,435,115,43.477,22,4.0,3,F#4,F#4,no,Harp/Piano,泥土,12,54,33390,1,1
2,435,115,43.461,22,4.0,4,A4,A4,no,Harp/Piano,泥土,15,64,33378,1,1
2,437,117,43.677,22,4.4,1,F#5,F#5,no,Harp/Piano,泥土,24,88,33544,1,1
2,441,121,44.079,23,1.2,1,F#5,F#5,no,Harp/Piano,泥土,24,83,33853,1,1
2,443,123,44.309,23,1.6,1,B2,B2,no,Double Bass,橡木木板,17,49,34029,1,1
2,443,123,44.315,23,1.6,2,F#3,F#3,no,Harp/Piano,泥土,0,47,34034,1,1
2,443,123,44.311,23,1.6,3,A3,A3,no,Harp/Piano,泥土,3,47,34031,1,1
2,443,123,44.323,23,1.6,4,F#4,F#4,no,Harp/Piano,泥土,12,51,34040,1,1
2,443,123,44.315,23,1.6,5,A4,A4,no,Harp/Piano,泥土,15,58,34034,1,1
2,443,123,44.277,23,1.6,6,D5,D5,no,Harp/Piano,泥土,20,72,34005,1,1
2,449,129,44.944,23,2.8,1,D7,D7,no,Chime,浮冰,20,64,34517,1,1
2,450,130,45.033,23,3.0,1,C#7,C#7,no,Chime,浮冰,19,75,34585,1,1
2,451,131,45.111,23,3.2,1,A2,A2,no,Double Bass,橡木木板,15,60,34645,1,1
2,451,131,45.105,23,3.2,2,A3,A3,no,Harp/Piano,泥土,3,53,34641,1,1
2,451,131,45.107,23,3.2,3,A6,A6,no,Chime,浮冰,15,69,34642,1,1
2,457,137,45.732,23,4.4,1,G5,G5,no,Chime,浮冰,1,83,35122,1,1
2,459,139,45.944,23,4.8,1,E2,E2,no,Double Bass,橡木木板,10,62,35285,1,1
2,459,139,45.947,23,4.8,2,F#5,F#5,no,Harp/Piano,泥土,24,83,35287,1,1
2,460,140,45.953,24,1.0,1,G3,G3,no,Harp/Piano,泥土,1,60,35292,1,1
2,460,140,45.971,24,1.0,2,A4,A4,no,Harp/Piano,泥土,15,67,35306,1,1
2,461,141,46.148,24,1.2,1,D5,D5,no,Harp/Piano,泥土,20,66,35442,1,1
2,464,144,46.358,24,1.8,1,D5,D5,no,Harp/Piano,泥土,20,76,35603,1,1
2,466,146,46.562,24,2.2,1,B3,B3,no,Harp/Piano,泥土,5,63,35760,1,1
2,466,146,46.561,24,2.2,2,D4,D4,no,Harp/Piano,泥土,8,58,35759,1,1
2,472,152,47.203,24,3.4,1,E3,E3,no,Double Bass,橡木木板,22,64,36252,1,1
2,474,154,47.396,24,3.8,1,D5,D5,no,Harp/Piano,泥土,20,74,36400,1,1
2,476,156,47.634,24,4.2,1,A2,A2,no,Double Bass,橡木木板,15,61,36583,1,1
2,476,156,47.629,24,4.2,2,G3,G3,no,Harp/Piano,泥土,1,62,36579,1,1
2,476,156,47.638,24,4.2,3,G4,G4,no,Harp/Piano,泥土,13,70,36586,1,1
2,476,156,47.646,24,4.2,4,A4,A4,no,Harp/Piano,泥土,15,66,36592,1,1
2,476,156,47.628,24,4.2,5,D5,D5,no,Harp/Piano,泥土,20,70,36578,1,1
2,485,165,48.491,25,2.0,1,C#5,C#5,no,Harp/Piano,泥土,19,76,37241,1,1
2,491,171,49.109,25,3.2,1,D5,D5,no,Harp/Piano,泥土,20,72,37716,1,1
2,493,173,49.335,25,3.6,1,D2,D2,no,Double Bass,橡木木板,8,61,37889,1,1
2,493,173,49.341,25,3.6,2,G4,G4,no,Harp/Piano,泥土,13,66,37894,1,1
2,493,173,49.345,25,3.6,3,A4,A4,no,Harp/Piano,泥土,15,61,37897,1,1
2,493,173,49.333,25,3.6,4,D5,D5,no,Harp/Piano,泥土,20,75,37888,1,1
2,498,178,49.758,25,4.6,1,A2,A2,no,Double Bass,橡木木板,15,54,38214,1,1
2,500,180,49.953,26,1.0,1,D3,D3,no,Double Bass,橡木木板,20,55,38364,1,1
2,502,182,50.155,26,1.4,1,E4,E4,no,Harp/Piano,泥土,10,64,38519,1,1
2,505,185,50.530,26,2.0,1,A3,A3,no,Harp/Piano,泥土,3,57,38807,1,1
2,507,187,50.745,26,2.4,1,F#4,F#4,no,Harp/Piano,泥土,12,62,38972,1,1
2,512,192,51.159,26,3.4,1,D3,D3,no,Double Bass,橡木木板,20,49,39290,1,1
2,514,194,51.365,26,3.8,1,D4,D4,no,Harp/Piano,泥土,8,55,39448,1,1
2,518,198,51.784,26,4.6,1,A2,A2,no,Double Bass,橡木木板,15,54,39770,1,1
2,520,200,51.984,27,1.0,1,A3,A3,no,Harp/Piano,泥土,3,60,39924,1,1
2,524,204,52.401,27,1.8,1,G3,G3,no,Harp/Piano,泥土,1,48,40244,1,1
2,526,206,52.641,27,2.2,1,D2,D2,no,Double Bass,橡木木板,8,38,40428,1,1
2,526,206,52.637,27,2.2,2,F#3,F#3,no,Harp/Piano,泥土,0,50,40425,1,1
